Kp,3,Ki,0.03,Kd,150
886.509,10.749,-38.781,-315.516,116.337,0,0
892.471,10.749,-38.781,-315.516,116.337,0,0
898.471,10.749,-38.781,-315.516,116.337,0,0
904.511,10.749,-38.781,-315.516,116.337,0,0
910.472,10.749,-38.781,-315.516,116.337,0,0
916.513,10.749,-38.781,-315.516,116.337,0,0
922.514,10.749,-38.781,-315.516,116.337,0,0
928.512,10.749,-38.781,-315.516,116.337,0,0
934.518,10.749,-38.781,-315.516,116.337,0,0
940.479,10.749,-38.781,-315.516,116.337,0,0
946.516,10.749,-38.781,-315.516,116.337,0,0
952.416,10.749,-38.781,-315.516,116.337,0,0
958.486,10.7517,-38.7669,-342.108,116.274,0,0
964.488,10.7517,-38.7669,-342.108,116.274,0,0
970.486,10.7517,-38.7669,-342.108,116.274,0,0
976.527,10.7517,-38.7669,-342.108,116.274,0,0
982.488,10.7517,-38.7669,-342.108,116.274,0,0
988.492,10.7517,-38.7669,-342.108,116.274,0,0
994.531,10.7517,-38.7669,-342.108,116.274,0,0
1000.5,10.7517,-38.7669,-342.108,116.274,0,0
1006.54,10.7517,-38.7669,-342.108,116.274,0,0
1012.5,10.7517,-38.7669,-342.108,116.274,0,0
1018.5,10.7517,-38.7669,-342.108,116.274,0,0
1024.54,10.7517,-38.7669,-342.108,116.274,0,0
1030.54,10.7517,-38.7669,-342.108,116.274,0,0
1036.5,10.7303,-38.7513,-367.243,116.224,0,0
1042.54,10.7303,-38.7513,-367.243,116.224,0,0
1048.5,10.7303,-38.7513,-367.243,116.224,0,0
1054.54,10.7303,-38.7513,-367.243,116.224,0,0
1060.55,10.7303,-38.7513,-367.243,116.224,0,0
1066.55,10.7303,-38.7513,-367.243,116.224,0,0
1072.55,10.7303,-38.7513,-367.243,116.224,0,0
1078.55,10.7303,-38.7513,-367.243,116.224,0,0
1084.55,10.7303,-38.7513,-367.243,116.224,0,0
1090.51,10.7303,-38.7513,-367.243,116.224,0,0
1096.55,10.7303,-38.7513,-367.243,116.224,0,0
1102.56,10.7303,-38.7513,-367.243,116.224,0,0
1108.51,10.7303,-38.7513,-367.243,116.224,0,0
1114.62,10.7611,-38.7665,-393.066,116.328,0,0
1120.52,10.7611,-38.7665,-393.066,116.328,0,0
1126.57,10.7611,-38.7665,-393.066,116.328,0,0
1132.53,10.7611,-38.7665,-393.066,116.328,0,0
1138.52,10.7611,-38.7665,-393.066,116.328,0,0
1144.56,10.7611,-38.7665,-393.066,116.328,0,0
1150.57,10.7611,-38.7665,-393.066,116.328,0,0
1156.57,10.7611,-38.7665,-393.066,116.328,0,0
1162.57,10.7611,-38.7665,-393.066,116.328,0,0
1168.56,10.7611,-38.7665,-393.066,116.328,0,0
1174.57,10.7611,-38.7665,-393.066,116.328,0,0
1180.53,10.7611,-38.7665,-393.066,116.328,0,0
1186.57,10.7611,-38.7665,-393.066,116.328,0,0
1192.47,10.7611,-38.7665,-393.066,116.328,0,0
1198.58,10.7204,-38.7674,-418.846,116.304,0,0
1204.53,10.7204,-38.7674,-418.846,116.304,0,0
1210.54,10.7204,-38.7674,-418.846,116.304,0,0
1216.58,10.7204,-38.7674,-418.846,116.304,0,0
1222.54,10.7204,-38.7674,-418.846,116.304,0,0
1228.54,10.7204,-38.7674,-418.846,116.304,0,0
1234.59,10.7204,-38.7674,-418.846,116.304,0,0
1240.55,10.7204,-38.7674,-418.846,116.304,0,0
1246.59,10.7204,-38.7674,-418.846,116.304,0,0
1252.55,10.7204,-38.7674,-418.846,116.304,0,0
1258.55,10.7204,-38.7674,-418.846,116.304,0,0
1264.6,10.7204,-38.7674,-418.846,116.304,0,0
1270.55,10.7204,-38.7674,-418.846,116.304,0,0
1276.59,10.7278,-38.8032,-444.194,116.477,0,0
1282.56,10.7278,-38.8032,-444.194,116.477,0,0
1288.57,10.7278,-38.8032,-444.194,116.477,0,0
1294.61,10.7278,-38.8032,-444.194,116.477,0,0
1300.56,10.7278,-38.8032,-444.194,116.477,0,0
1306.56,10.7278,-38.8032,-444.194,116.477,0,0
1312.57,10.7278,-38.8032,-444.194,116.477,0,0
1318.59,10.7278,-38.8032,-444.194,116.477,0,0
1324.61,10.7278,-38.8032,-444.194,116.477,0,0
1330.57,10.7278,-38.8032,-444.194,116.477,0,0
1336.61,10.7278,-38.8032,-444.194,116.477,0,0
1342.57,10.7278,-38.8032,-444.194,116.477,0,0
1348.57,10.7278,-38.8032,-444.194,116.477,0,0
1354.89,10.752,-38.7871,-470.751,116.331,0,0
1360.57,10.752,-38.7871,-470.751,116.331,0,0
1366.61,10.752,-38.7871,-470.751,116.331,0,0
1372.57,10.752,-38.7871,-470.751,116.331,0,0
1378.58,10.752,-38.7871,-470.751,116.331,0,0
1384.58,10.752,-38.7871,-470.751,116.331,0,0
1390.62,10.752,-38.7871,-470.751,116.331,0,0
1396.62,10.752,-38.7871,-470.751,116.331,0,0
1402.58,10.752,-38.7871,-470.751,116.331,0,0
1408.62,10.752,-38.7871,-470.751,116.331,0,0
1414.59,10.752,-38.7871,-470.751,116.331,0,0
1420.59,10.752,-38.7871,-470.751,116.331,0,0
1426.6,10.752,-38.7871,-470.751,116.331,0,0
1432.52,10.752,-38.7871,-470.751,116.331,0,0
1438.59,10.7488,-38.8145,-495.561,116.495,0,0
1444.59,10.7488,-38.8145,-495.561,116.495,0,0
1450.6,10.7488,-38.8145,-495.561,116.495,0,0
1456.63,10.7488,-38.8145,-495.561,116.495,0,0
1462.6,10.7488,-38.8145,-495.561,116.495,0,0
1468.6,10.7488,-38.8145,-495.561,116.495,0,0
1474.6,10.7488,-38.8145,-495.561,116.495,0,0
1480.6,10.7488,-38.8145,-495.561,116.495,0,0
1486.6,10.7488,-38.8145,-495.561,116.495,0,0
1492.6,10.7488,-38.8145,-495.561,116.495,0,0
1498.53,10.7488,-38.8145,-495.561,116.495,0,0
1504.64,10.7488,-38.8145,-495.561,116.495,0,0
1510.62,10.7488,-38.8145,-495.561,116.495,0,0
1516.61,10.732,-38.7781,-532.17,116.267,0,0
1522.61,10.732,-38.7781,-532.17,116.267,0,0
1528.66,10.732,-38.7781,-532.17,116.267,0,0
1534.65,10.732,-38.7781,-532.17,116.267,0,0
1540.65,10.732,-38.7781,-532.17,116.267,0,0
1546.66,10.732,-38.7781,-532.17,116.267,0,0
1552.62,10.732,-38.7781,-532.17,116.267,0,0
1558.62,10.732,-38.7781,-532.17,116.267,0,0
1564.62,10.732,-38.7781,-532.17,116.267,0,0
1570.64,10.732,-38.7781,-532.17,116.267,0,0
1576.66,10.732,-38.7781,-532.17,116.267,0,0
1582.63,10.732,-38.7781,-532.17,116.267,0,0
1588.62,10.732,-38.7781,-532.17,116.267,0,0
1594.74,10.704,-38.7865,-537.662,116.376,0,0
1600.63,10.704,-38.7865,-537.662,116.376,0,0
1606.63,10.704,-38.7865,-537.662,116.376,0,0
1612.63,10.704,-38.7865,-537.662,116.376,0,0
1618.63,10.704,-38.7865,-537.662,116.376,0,0
1624.67,10.704,-38.7865,-537.662,116.376,0,0
1630.67,10.704,-38.7865,-537.662,116.376,0,0
1636.67,10.704,-38.7865,-537.662,116.376,0,0
1642.64,10.704,-38.7865,-537.662,116.376,0,0
1648.63,10.704,-38.7865,-537.662,116.376,0,0
1654.69,10.704,-38.7865,-537.662,116.376,0,0
1660.64,10.704,-38.7865,-537.662,116.376,0,0
1666.64,10.704,-38.7865,-537.662,116.376,0,0
1672.57,10.704,-38.7865,-537.662,116.376,0,0
1678.69,10.7327,-38.781,-573.254,116.333,0,0
1684.65,10.7327,-38.781,-573.254,116.333,0,0
1690.65,10.7327,-38.781,-573.254,116.333,0,0
1696.65,10.7327,-38.781,-573.254,116.333,0,0
1702.59,10.7327,-38.781,-573.254,116.333,0,0
1708.65,10.7327,-38.781,-573.254,116.333,0,0
1714.65,10.7327,-38.781,-573.254,116.333,0,0
1720.65,10.7327,-38.781,-573.254,116.333,0,0
1726.66,10.7327,-38.781,-573.254,116.333,0,0
1732.7,10.7327,-38.781,-573.254,116.333,0,0
1738.66,10.7327,-38.781,-573.254,116.333,0,0
1744.66,10.7327,-38.781,-573.254,116.333,0,0
1750.66,10.7327,-38.781,-573.254,116.333,0,0
1756.7,10.7559,-38.8191,-599.312,116.529,0,0
1762.68,10.7559,-38.8191,-599.312,116.529,0,0
1768.67,10.7559,-38.8191,-599.312,116.529,0,0
1774.67,10.7559,-38.8191,-599.312,116.529,0,0
1780.67,10.7559,-38.8191,-599.312,116.529,0,0
1786.71,10.7559,-38.8191,-599.312,116.529,0,0
1792.67,10.7559,-38.8191,-599.312,116.529,0,0
1798.67,10.7559,-38.8191,-599.312,116.529,0,0
1804.67,10.7559,-38.8191,-599.312,116.529,0,0
1810.68,10.7559,-38.8191,-599.312,116.529,0,0
1816.68,10.7559,-38.8191,-599.312,116.529,0,0
1822.67,10.7559,-38.8191,-599.312,116.529,0,0
1828.68,10.7559,-38.8191,-599.312,116.529,0,0
1834.73,10.7479,-38.7675,-625.034,116.206,0,0
1840.68,10.7479,-38.7675,-625.034,116.206,0,0
1846.69,10.7479,-38.7675,-625.034,116.206,0,0
1852.71,10.7479,-38.7675,-625.034,116.206,0,0
1858.69,10.7479,-38.7675,-625.034,116.206,0,0
1864.69,10.7479,-38.7675,-625.034,116.206,0,0
1870.73,10.7479,-38.7675,-625.034,116.206,0,0
1876.69,10.7479,-38.7675,-625.034,116.206,0,0
1882.69,10.7479,-38.7675,-625.034,116.206,0,0
1888.69,10.7479,-38.7675,-625.034,116.206,0,0
1894.73,10.7479,-38.7675,-625.034,116.206,0,0
1900.73,10.7479,-38.7675,-625.034,116.206,0,0
1906.7,10.7479,-38.7675,-625.034,116.206,0,0
1912.62,10.7479,-38.7675,-625.034,116.206,0,0
1918.71,10.7332,-38.779,-651.175,116.359,0,0
1924.74,10.7332,-38.779,-651.175,116.359,0,0
1930.7,10.7332,-38.779,-651.175,116.359,0,0
1936.7,10.7332,-38.779,-651.175,116.359,0,0
1942.72,10.7332,-38.779,-651.175,116.359,0,0
1948.7,10.7332,-38.779,-651.175,116.359,0,0
1954.75,10.7332,-38.779,-651.175,116.359,0,0
1960.71,10.7332,-38.779,-651.175,116.359,0,0
1966.71,10.7332,-38.779,-651.175,116.359,0,0
1972.65,10.7332,-38.779,-651.175,116.359,0,0
1978.71,10.7332,-38.779,-651.175,116.359,0,0
1984.71,10.7332,-38.779,-651.175,116.359,0,0
1990.75,10.7332,-38.779,-651.175,116.359,0,0
1996.72,10.7283,-38.7852,-676.365,116.367,0,0
2002.65,10.7283,-38.7852,-676.365,116.367,0,0
2008.72,10.7283,-38.7852,-676.365,116.367,0,0
2014.76,10.7283,-38.7852,-676.365,116.367,0,0
2020.76,10.7283,-38.7852,-676.365,116.367,0,0
2026.72,10.7283,-38.7852,-676.365,116.367,0,0
2032.73,10.7283,-38.7852,-676.365,116.367,0,0
2038.76,10.7283,-38.7852,-676.365,116.367,0,0
2044.77,10.7283,-38.7852,-676.365,116.367,0,0
2050.73,10.7283,-38.7852,-676.365,116.367,0,0
2056.77,10.7283,-38.7852,-676.365,116.367,0,0
2062.73,10.7283,-38.7852,-676.365,116.367,0,0
2068.73,10.7283,-38.7852,-676.365,116.367,0,0
2074.77,10.7182,-38.814,-704.156,116.496,0,0
2080.78,10.7182,-38.814,-704.156,116.496,0,0
2086.78,10.7182,-38.814,-704.156,116.496,0,0
2092.74,10.7182,-38.814,-704.156,116.496,0,0
2098.68,10.7182,-38.814,-704.156,116.496,0,0
2104.74,10.7182,-38.814,-704.156,116.496,0,0
2110.75,10.7182,-38.814,-704.156,116.496,0,0
2116.78,10.7182,-38.814,-704.156,116.496,0,0
2122.74,10.7182,-38.814,-704.156,116.496,0,0
2128.68,10.7182,-38.814,-704.156,116.496,0,0
2134.74,10.7182,-38.814,-704.156,116.496,0,0
2140.75,10.7182,-38.814,-704.156,116.496,0,0
2146.79,10.7182,-38.814,-704.156,116.496,0,0
2152.68,10.7182,-38.814,-704.156,116.496,0,0
2158.76,10.7315,-38.7785,-725.86,116.269,0,0
2164.68,10.7315,-38.7785,-725.86,116.269,0,0
2170.69,10.7315,-38.7785,-725.86,116.269,0,0
2176.76,10.7315,-38.7785,-725.86,116.269,0,0
2182.7,10.7315,-38.7785,-725.86,116.269,0,0
2188.77,10.7315,-38.7785,-725.86,116.269,0,0
2194.7,10.7315,-38.7785,-725.86,116.269,0,0
2200.71,10.7315,-38.7785,-725.86,116.269,0,0
2206.67,10.7315,-38.7785,-725.86,116.269,0,0
2212.77,10.7315,-38.7785,-725.86,116.269,0,0
2218.77,10.7315,-38.7785,-725.86,116.269,0,0
2224.77,10.7315,-38.7785,-725.86,116.269,0,0
2230.77,10.7315,-38.7785,-725.86,116.269,0,0
2236.81,10.7174,-38.7965,-753.928,116.423,0,0
2242.77,10.7174,-38.7965,-753.928,116.423,0,0
2248.81,10.7174,-38.7965,-753.928,116.423,0,0
2254.77,10.7174,-38.7965,-753.928,116.423,0,0
2260.77,10.7174,-38.7965,-753.928,116.423,0,0
2266.77,10.7174,-38.7965,-753.928,116.423,0,0
2272.78,10.7174,-38.7965,-753.928,116.423,0,0
2278.78,10.7174,-38.7965,-753.928,116.423,0,0
2284.84,10.7174,-38.7965,-753.928,116.423,0,0
2290.72,10.7174,-38.7965,-753.928,116.423,0,0
2296.78,10.7174,-38.7965,-753.928,116.423,0,0
2302.78,10.7174,-38.7965,-753.928,116.423,0,0
2308.78,10.7174,-38.7965,-753.928,116.423,0,0
2314.9,10.7112,-38.8083,-779.681,116.447,0,0
2320.8,10.7112,-38.8083,-779.681,116.447,0,0
2326.83,10.7112,-38.8083,-779.681,116.447,0,0
2332.72,10.7112,-38.8083,-779.681,116.447,0,0
2338.05,10.7112,-38.8083,-779.681,116.447,0,0
2343.73,10.7112,-38.8083,-779.681,116.447,0,0
2349.74,10.7112,-38.8083,-779.681,116.447,0,0
2355.84,10.7112,-38.8083,-779.681,116.447,0,0
2361.74,10.7112,-38.8083,-779.681,116.447,0,0
2367.84,10.7112,-38.8083,-779.681,116.447,0,0
2373.84,10.7112,-38.8083,-779.681,116.447,0,0
2379.81,10.7112,-38.8083,-779.681,116.447,0,0
2385.8,10.7112,-38.8083,-779.681,116.447,0,0
2391.72,10.7112,-38.8083,-779.681,116.447,0,0
2397.81,10.7108,-38.8058,-804.214,116.413,0,0
2403.81,10.7108,-38.8058,-804.214,116.413,0,0
2409.85,10.7108,-38.8058,-804.214,116.413,0,0
2415.82,10.7108,-38.8058,-804.214,116.413,0,0
2421.81,10.7108,-38.8058,-804.214,116.413,0,0
2427.85,10.7108,-38.8058,-804.214,116.413,0,0
2433.75,10.7108,-38.8058,-804.214,116.413,0,0
2439.75,10.7108,-38.8058,-804.214,116.413,0,0
2445.85,10.7108,-38.8058,-804.214,116.413,0,0
2451.75,10.7108,-38.8058,-804.214,116.413,0,0
2457.86,10.7108,-38.8058,-804.214,116.413,0,0
2463.82,10.7108,-38.8058,-804.214,116.413,0,0
2469.81,10.7108,-38.8058,-804.214,116.413,0,0
2475.84,10.7336,-38.7824,-831.519,116.303,0,0
2481.86,10.7336,-38.7824,-831.519,116.303,0,0
2487.83,10.7336,-38.7824,-831.519,116.303,0,0
2493.83,10.7336,-38.7824,-831.519,116.303,0,0
2499.77,10.7336,-38.7824,-831.519,116.303,0,0
2505.87,10.7336,-38.7824,-831.519,116.303,0,0
2511.78,10.7336,-38.7824,-831.519,116.303,0,0
2517.87,10.7336,-38.7824,-831.519,116.303,0,0
2523.83,10.7336,-38.7824,-831.519,116.303,0,0
2529.83,10.7336,-38.7824,-831.519,116.303,0,0
2535.84,10.7336,-38.7824,-831.519,116.303,0,0
2541.84,10.7336,-38.7824,-831.519,116.303,0,0
2547.84,10.7336,-38.7824,-831.519,116.303,0,0
2554,10.7426,-38.7814,-857.191,116.343,0,0
2559.84,10.7426,-38.7814,-857.191,116.343,0,0
2565.85,10.7426,-38.7814,-857.191,116.343,0,0
2571.85,10.7426,-38.7814,-857.191,116.343,0,0
2577.85,10.7426,-38.7814,-857.191,116.343,0,0
2583.85,10.7426,-38.7814,-857.191,116.343,0,0
2589.85,10.7426,-38.7814,-857.191,116.343,0,0
2595.89,10.7426,-38.7814,-857.191,116.343,0,0
2601.85,10.7426,-38.7814,-857.191,116.343,0,0
2607.89,10.7426,-38.7814,-857.191,116.343,0,0
2613.88,10.7426,-38.7814,-857.191,116.343,0,0
2619.89,10.7426,-38.7814,-857.191,116.343,0,0
2625.89,10.7426,-38.7814,-857.191,116.343,0,0
2631.76,10.7426,-38.7814,-857.191,116.343,0,0
2637.8,10.7376,-38.7845,-882.464,116.359,0,0
2643.9,10.7376,-38.7845,-882.464,116.359,0,0
2649.77,10.7376,-38.7845,-882.464,116.359,0,0
2655.9,10.7376,-38.7845,-882.464,116.359,0,0
2661.87,10.7376,-38.7845,-882.464,116.359,0,0
2667.79,10.7376,-38.7845,-882.464,116.359,0,0
2673.8,10.7376,-38.7845,-882.464,116.359,0,0
2679.88,10.7376,-38.7845,-882.464,116.359,0,0
2685.91,10.7376,-38.7845,-882.464,116.359,0,0
2691.91,10.7376,-38.7845,-882.464,116.359,0,0
2697.88,10.7376,-38.7845,-882.464,116.359,0,0
2703.91,10.7376,-38.7845,-882.464,116.359,0,0
2709.88,10.7376,-38.7845,-882.464,116.359,0,0
2715.89,10.7304,-38.7892,-908.278,116.376,0,0
2721.88,10.7304,-38.7892,-908.278,116.376,0,0
2727.82,10.7304,-38.7892,-908.278,116.376,0,0
2733.82,10.7304,-38.7892,-908.278,116.376,0,0
2739.88,10.7304,-38.7892,-908.278,116.376,0,0
2745.89,10.7304,-38.7892,-908.278,116.376,0,0
2751.88,10.7304,-38.7892,-908.278,116.376,0,0
2757.85,10.7304,-38.7892,-908.278,116.376,0,0
2763.89,10.7304,-38.7892,-908.278,116.376,0,0
2769.89,10.7304,-38.7892,-908.278,116.376,0,0
2775.81,10.7304,-38.7892,-908.278,116.376,0,0
2781.89,10.7304,-38.7892,-908.278,116.376,0,0
2787.93,10.7304,-38.7892,-908.278,116.376,0,0
2794.29,10.7589,-38.7824,-933.775,116.334,0,0
2799.9,10.7589,-38.7824,-933.775,116.334,0,0
2805.9,10.7589,-38.7824,-933.775,116.334,0,0
2811.9,10.7589,-38.7824,-933.775,116.334,0,0
2817.94,10.7589,-38.7824,-933.775,116.334,0,0
2823.9,10.7589,-38.7824,-933.775,116.334,0,0
2829.83,10.7589,-38.7824,-933.775,116.334,0,0
2835.9,10.7589,-38.7824,-933.775,116.334,0,0
2841.84,10.7589,-38.7824,-933.775,116.334,0,0
2847.91,10.7589,-38.7824,-933.775,116.334,0,0
2853.89,10.7589,-38.7824,-933.775,116.334,0,0
2859.91,10.7589,-38.7824,-933.775,116.334,0,0
2865.91,10.7589,-38.7824,-933.775,116.334,0,0
2871.84,10.7589,-38.7824,-933.775,116.334,0,0
2877.92,10.7445,-38.8111,-958.997,116.487,0,0
2883.93,10.7445,-38.8111,-958.997,116.487,0,0
2889.92,10.7445,-38.8111,-958.997,116.487,0,0
2895.96,10.7445,-38.8111,-958.997,116.487,0,0
2901.85,10.7445,-38.8111,-958.997,116.487,0,0
2907.92,10.7445,-38.8111,-958.997,116.487,0,0
2913.92,10.7445,-38.8111,-958.997,116.487,0,0
2919.92,10.7445,-38.8111,-958.997,116.487,0,0
2925.92,10.7445,-38.8111,-958.997,116.487,0,0
2931.96,10.7445,-38.8111,-958.997,116.487,0,0
2937.96,10.7445,-38.8111,-958.997,116.487,0,0
2943.86,10.7445,-38.8111,-958.997,116.487,0,0
2949.91,10.7445,-38.8111,-958.997,116.487,0,0
2955.93,10.7572,-38.7909,-987.101,116.335,0,0
2961.94,10.7572,-38.7909,-987.101,116.335,0,0
2968,10.7572,-38.7909,-987.101,116.335,0,0
2973.86,10.7572,-38.7909,-987.101,116.335,0,0
2979.94,10.7572,-38.7909,-987.101,116.335,0,0
2986,10.7572,-38.7909,-987.101,116.335,0,0
